ObjectID,TimeIndex,Direction,Node,Type
484,924,NS,IK,EK
484,2171,ES,ES,ES
875,0,EW,SS,NK
875,0,NS,SS,NK
875,977,EW,AD,NK
875,983,EW,IK,EK
875,1037,NS,IK,EK
875,1981,EW,ID,NK
875,1981,NS,ID,NK
875,2171,ES,ES,ES
882,0,EW,SS,NK
882,0,NS,SS,NK
882,1166,EW,AD,NK
882,1172,EW,IK,CK
882,1174,NS,IK,EK
882,1813,EW,ID,NK
882,1813,NS,ID,NK
882,2171,ES,ES,ES
889,0,EW,SS,NK
889,0,NS,SS,NK
889,457,EW,AD,NK
889,464,EW,IK,CK
889,468,NS,IK,CK
889,2171,ES,ES,ES
885,0,EW,SS,NK
885,0,NS,SS,NK
885,477,EW,AD,NK
885,484,EW,IK,EK
885,541,NS,IK,EK
885,1777,EW,ID,NK
885,1777,NS,ID,NK
885,2171,ES,ES,ES
1612,0,EW,SS,CK
1612,0,NS,SS,CK
1612,1177,NS,ID,NK
1612,2171,ES,ES,ES
256,0,EW,SS,EK
256,0,NS,SS,EK
256,1537,EW,ID,NK
256,1537,NS,ID,NK
256,2062,EW,AD,NK
256,2171,ES,ES,ES
202,0,EW,SS,HK
202,0,NS,SS,HK
202,325,EW,ID,NK
202,325,NS,ID,NK
202,507,EW,AD,NK
202,2183,ES,ES,ES
692,0,EW,SS,NK
692,0,NS,SS,NK
692,1440,EW,AD,NK
692,1447,EW,IK,CK
692,1452,NS,IK,EK
692,2101,EW,ID,NK
692,2101,NS,ID,NK
692,2171,ES,ES,ES
1447,0,EW,SS,NK
1447,0,NS,SS,NK
1447,491,EW,AD,NK
1447,497,EW,IK,CK
1447,504,NS,IK,CK
1447,1485,NS,ID,NK
1447,2171,ES,ES,ES
590,0,EW,SS,NK
590,0,NS,SS,NK
590,977,EW,AD,NK
590,983,EW,IK,EK
590,1037,NS,IK,EK
590,2171,ES,ES,ES
837,0,EW,SS,NK
837,0,NS,SS,NK
837,1097,EW,AD,NK
837,1104,EW,IK,EK
837,1157,NS,IK,EK
837,2101,EW,ID,NK
837,2101,NS,ID,NK
837,2171,ES,ES,ES
1608,0,EW,SS,CK
1608,0,NS,SS,CK
1608,986,NS,ID,NK
1608,2171,ES,ES,ES
1152,0,EW,SS,NK
1152,0,NS,SS,NK
1152,1228,EW,AD,NK
1152,1235,EW,IK,CK
1152,1260,NS,IK,CK
1152,1765,EW,ID,NK
1152,1765,NS,ID,NK
1152,2171,ES,ES,ES
1330,0,EW,SS,NK
1330,0,NS,SS,NK
1330,658,EW,AD,NK
1330,664,EW,IK,HK
1330,675,NS,IK,HK
1330,1777,EW,ID,NK
1330,1777,NS,ID,NK
1330,2171,ES,ES,ES
1848,0,EW,SS,CK
1848,0,NS,SS,EK
1848,2171,ES,ES,ES
1822,0,EW,SS,CK
1822,0,NS,SS,EK
1822,2171,ES,ES,ES
18,0,EW,SS,CK
18,0,NS,SS,CK
18,2171,ES,ES,ES
77,0,EW,SS,CK
77,0,NS,SS,CK
77,2207,ES,ES,ES
1872,0,EW,SS,EK
1872,0,NS,SS,EK
1872,2171,ES,ES,ES
464,0,EW,SS,NK
464,0,NS,SS,NK
464,30,EW,AD,NK
464,232,EW,AD,NK
464,238,EW,IK,CK
464,242,NS,IK,EK
464,2171,ES,ES,ES
78,0,EW,SS,CK
78,0,NS,SS,NK
78,2171,ES,ES,ES
250,0,EW,SS,NK
250,0,NS,SS,NK
250,2171,ES,ES,ES
1024,0,EW,SS,NK
1024,0,NS,SS,NK
1024,787,EW,AD,NK
1024,793,EW,IK,HK
1024,808,NS,IK,HK
1024,1802,NS,ID,NK
1024,2171,ES,ES,ES
703,0,EW,SS,NK
703,0,NS,SS,NK
703,539,EW,AD,NK
703,546,EW,IK,EK
703,581,NS,IK,EK
703,2171,ES,ES,ES
1115,0,EW,SS,NK
1115,0,NS,SS,NK
1115,1440,EW,AD,NK
1115,1447,EW,IK,HK
1115,1473,NS,IK,HK
1115,2053,EW,ID,NK
1115,2053,NS,ID,NK
1115,2171,ES,ES,ES
322,0,EW,SS,CK
322,0,NS,SS,EK
322,157,EW,ID,NK
322,157,NS,ID,NK
322,1130,EW,AD,NK
322,2171,ES,ES,ES
1260,0,EW,SS,NK
1260,0,NS,SS,NK
1260,1453,EW,AD,NK
1260,1488,EW,IK,CK
1260,1581,NS,IK,CK
1260,2029,EW,ID,NK
1260,2029,NS,ID,NK
1260,2171,ES,ES,ES
531,0,EW,SS,NK
531,0,NS,SS,NK
531,775,EW,AD,NK
531,781,EW,IK,CK
531,788,NS,IK,EK
531,2171,ES,ES,ES
1090,0,EW,SS,NK
1090,0,NS,SS,NK
1090,1345,EW,AD,NK
1090,1352,EW,IK,CK
1090,1414,NS,IK,CK
1090,1981,EW,ID,NK
1090,1981,NS,ID,NK
1090,2171,ES,ES,ES
103,0,EW,SS,NK
103,0,NS,SS,NK
103,208,EW,AD,NK
103,327,EW,AD,NK
103,342,EW,IK,HK
103,455,NS,IK,HK
103,2171,ES,ES,ES
331,0,EW,SS,EK
331,0,NS,SS,NK
331,385,EW,ID,NK
331,2171,ES,ES,ES
1729,0,EW,SS,EK
1729,0,NS,SS,EK
1729,1394,NS,ID,NK
1729,2171,ES,ES,ES
754,0,EW,SS,NK
754,0,NS,SS,NK
754,1029,EW,AD,NK
754,1035,EW,IK,EK
754,1061,NS,IK,CK
754,2171,ES,ES,ES
1195,0,EW,SS,CK
1195,0,NS,SS,CK
1195,2171,ES,ES,ES
567,0,EW,SS,NK
567,0,NS,SS,NK
567,1133,EW,AD,NK
567,1139,EW,IK,EK
567,1173,NS,IK,EK
567,2171,ES,ES,ES
595,0,EW,SS,NK
595,0,NS,SS,NK
595,1055,EW,AD,NK
595,1061,EW,IK,EK
595,1102,NS,IK,EK
595,2171,ES,ES,ES
1300,0,EW,SS,NK
1300,0,NS,SS,NK
1300,1109,EW,AD,NK
1300,1116,EW,IK,HK
1300,1138,NS,IK,HK
1300,1813,EW,ID,NK
1300,1813,NS,ID,NK
1300,2171,ES,ES,ES
1696,0,EW,SS,EK
1696,0,NS,SS,EK
1696,2171,ES,ES,ES
9,0,EW,SS,CK
9,0,NS,SS,NK
9,324,NS,IK,CK
9,2171,ES,ES,ES
1144,0,EW,SS,NK
1144,0,NS,SS,NK
1144,1704,EW,AD,NK
1144,1711,EW,IK,CK
1144,1728,NS,IK,CK
1144,2149,EW,ID,NK
1144,2149,NS,ID,NK
1144,2171,ES,ES,ES
1488,0,EW,SS,NK
1488,0,NS,SS,NK
1488,864,EW,AD,NK
1488,870,EW,IK,HK
1488,892,NS,IK,HK
1488,1634,NS,ID,NK
1488,2171,ES,ES,ES
633,0,EW,SS,NK
633,0,NS,SS,NK
633,317,EW,AD,NK
633,323,EW,IK,EK
633,366,NS,IK,EK
633,985,EW,ID,NK
633,985,NS,ID,NK
633,2171,ES,ES,ES
1619,0,EW,SS,CK
1619,0,NS,SS,CK
1619,836,NS,ID,NK
1619,2171,ES,ES,ES
384,0,EW,SS,EK
384,0,NS,SS,CK
384,361,EW,ID,NK
384,361,NS,ID,NK
384,2171,ES,ES,ES
63,0,EW,SS,CK
63,0,NS,SS,NK
63,2171,ES,ES,ES
1156,0,EW,SS,NK
1156,0,NS,SS,NK
1156,621,EW,AD,NK
1156,627,EW,IK,CK
1156,637,NS,IK,CK
1156,1813,EW,ID,NK
1156,1813,NS,ID,NK
1156,2171,ES,ES,ES
207,0,EW,SS,HK
207,0,NS,SS,HK
207,1165,EW,ID,NK
207,1165,NS,ID,NK
207,1346,EW,AD,NK
207,2183,ES,ES,ES
1750,0,EW,SS,EK
1750,0,NS,SS,CK
1750,771,NS,ID,NK
1750,2171,ES,ES,ES
866,0,EW,SS,NK
866,0,NS,SS,NK
866,269,EW,AD,NK
866,276,EW,IK,EK
866,311,NS,IK,CK
866,1285,EW,ID,NK
866,1285,NS,ID,NK
866,2171,ES,ES,ES
1140,0,EW,SS,NK
1140,0,NS,SS,NK
1140,989,EW,AD,NK
1140,996,EW,IK,EK
1140,1013,NS,IK,CK
1140,1933,EW,ID,NK
1140,1933,NS,ID,NK
1140,2171,ES,ES,ES
320,0,EW,SS,CK
320,0,NS,SS,EK
320,925,EW,ID,NK
320,925,NS,ID,NK
320,2063,EW,AD,NK
320,2171,ES,ES,ES
816,0,EW,SS,NK
816,0,NS,SS,NK
816,348,EW,AD,NK
816,354,EW,IK,EK
816,384,NS,IK,EK
816,1057,EW,ID,NK
816,1057,NS,ID,NK
816,2171,ES,ES,ES
481,0,EW,SS,NK
481,0,NS,SS,NK
481,709,EW,AD,NK
481,716,EW,IK,CK
481,722,NS,IK,EK
481,2171,ES,ES,ES
1884,0,EW,SS,CK
1884,0,NS,SS,EK
1884,2171,ES,ES,ES
1647,0,EW,SS,EK
1647,0,NS,SS,EK
1647,2171,ES,ES,ES
451,0,EW,SS,NK
451,0,NS,SS,NK
451,538,EW,AD,NK
451,788,EW,AD,NK
451,794,EW,IK,EK
451,834,NS,IK,EK
451,2171,ES,ES,ES
480,0,EW,SS,NK
480,0,NS,SS,NK
480,660,EW,AD,NK
480,666,EW,IK,CK
480,668,NS,IK,EK
480,2171,ES,ES,ES
333,0,EW,SS,EK
333,0,NS,SS,NK
333,521,NS,IK,EK
333,1189,EW,ID,NK
333,1189,NS,ID,NK
333,2171,ES,ES,ES
1610,0,EW,SS,CK
1610,0,NS,SS,CK
1610,1578,NS,ID,NK
1610,2171,ES,ES,ES
1177,0,EW,SS,CK
1177,0,NS,SS,CK
1177,2171,ES,ES,ES
766,0,EW,SS,NK
766,0,NS,SS,NK
766,1547,EW,AD,NK
766,1554,EW,IK,CK
766,1559,NS,IK,EK
766,2171,ES,ES,ES
1676,0,EW,SS,EK
1676,0,NS,SS,CK
1676,2171,ES,ES,ES
996,0,EW,SS,NK
996,0,NS,SS,NK
996,1476,EW,AD,NK
996,1482,EW,IK,CK
996,1529,NS,IK,CK
996,2032,NS,ID,NK
996,2171,ES,ES,ES
1459,0,EW,SS,NK
1459,0,NS,SS,NK
1459,1345,EW,AD,NK
1459,1352,EW,IK,CK
1459,1378,NS,IK,CK
1459,2037,NS,ID,NK
1459,2171,ES,ES,ES
289,0,EW,SS,CK
289,0,NS,SS,EK
289,2171,ES,ES,ES
624,0,EW,SS,NK
624,0,NS,SS,NK
624,775,EW,AD,NK
624,781,EW,IK,CK
624,788,NS,IK,EK
624,1237,EW,ID,NK
624,1237,NS,ID,NK
624,2171,ES,ES,ES
1542,0,EW,SS,CK
1542,0,NS,SS,CK
1542,549,NS,ID,NK
1542,2171,ES,ES,ES
1744,0,EW,SS,CK
1744,0,NS,SS,EK
1744,1349,NS,ID,NK
1744,2171,ES,ES,ES
1001,0,EW,SS,NK
1001,0,NS,SS,NK
1001,488,EW,AD,NK
1001,494,EW,IK,CK
1001,660,NS,IK,CK
1001,1773,NS,ID,NK
1001,2171,ES,ES,ES
1351,0,EW,SS,NK
1351,0,NS,SS,NK
1351,1453,EW,AD,NK
1351,1488,EW,IK,CK
1351,1581,NS,IK,CK
1351,1916,NS,ID,NK
1351,2125,EW,ID,NK
1351,2171,ES,ES,ES
507,0,EW,SS,NK
507,0,NS,SS,NK
507,404,EW,AD,NK
507,411,EW,IK,EK
507,446,NS,IK,EK
507,2171,ES,ES,ES
1787,0,EW,SS,EK
1787,0,NS,SS,EK
1787,726,NS,ID,NK
1787,2171,ES,ES,ES
994,0,EW,SS,NK
994,0,NS,SS,NK
994,1163,EW,AD,NK
994,1169,EW,IK,CK
994,1625,NS,IK,CK
994,1960,NS,ID,NK
994,2171,ES,ES,ES
463,0,EW,SS,NK
463,0,NS,SS,NK
463,28,EW,AD,NK
463,1833,EW,AD,NK
463,1839,EW,IK,CK
463,1846,NS,IK,EK
463,2171,ES,ES,ES
500,0,EW,SS,EK
500,0,NS,SS,NK
500,385,EW,ID,NK
500,548,EW,AD,NK
500,1002,EW,AD,NK
500,1009,EW,IK,EK
500,1044,NS,IK,EK
500,2171,ES,ES,ES
1670,0,EW,SS,CK
1670,0,NS,SS,EK
1670,2171,ES,ES,ES
46,0,EW,SS,CK
46,0,NS,SS,NK
46,2207,ES,ES,ES
111,0,EW,SS,NK
111,0,NS,SS,NK
111,124,EW,AD,NK
111,411,EW,AD,NK
111,418,EW,IK,HK
111,479,NS,IK,HK
111,2171,ES,ES,ES
1547,0,EW,SS,CK
1547,0,NS,SS,CK
1547,680,NS,ID,NK
1547,2171,ES,ES,ES
1897,0,EW,SS,EK
1897,0,NS,SS,EK
1897,2171,ES,ES,ES
797,0,EW,SS,NK
797,0,NS,SS,NK
797,1132,EW,AD,NK
797,1139,EW,IK,EK
797,1168,NS,IK,EK
797,1801,EW,ID,NK
797,1801,NS,ID,NK
797,2171,ES,ES,ES
1289,0,EW,SS,NK
1289,0,NS,SS,NK
1289,1379,EW,AD,NK
1289,1386,EW,IK,CK
1289,1409,NS,IK,CK
1289,2017,EW,ID,NK
1289,2017,NS,ID,NK
1289,2171,ES,ES,ES
1586,0,EW,SS,CK
1586,0,NS,SS,CK
1586,681,NS,ID,NK
1586,2171,ES,ES,ES
1067,0,EW,SS,NK
1067,0,NS,SS,NK
1067,815,EW,AD,NK
1067,821,EW,IK,CK
1067,836,NS,IK,CK
1067,1662,NS,ID,NK
1067,2171,ES,ES,ES
1839,0,EW,SS,CK
1839,0,NS,SS,EK
1839,2171,ES,ES,ES
1546,0,EW,SS,CK
1546,0,NS,SS,CK
1546,682,NS,ID,NK
1546,2171,ES,ES,ES
898,0,EW,SS,NK
898,0,NS,SS,NK
898,1166,EW,AD,NK
898,1212,EW,IK,CK
898,1338,NS,IK,CK
898,2171,ES,ES,ES
820,0,EW,SS,NK
820,0,NS,SS,NK
820,1048,EW,AD,NK
820,1055,EW,IK,EK
820,1096,NS,IK,EK
820,2101,EW,ID,NK
820,2101,NS,ID,NK
820,2171,ES,ES,ES
1549,0,EW,SS,CK
1549,0,NS,SS,CK
1549,1613,NS,ID,NK
1549,2171,ES,ES,ES
195,0,EW,SS,HK
195,0,NS,SS,HK
195,721,EW,ID,NK
195,721,NS,ID,NK
195,2183,ES,ES,ES
1322,0,EW,SS,NK
1322,0,NS,SS,NK
1322,645,EW,AD,NK
1322,652,EW,IK,EK
1322,666,NS,IK,CK
1322,1561,EW,ID,NK
1322,1561,NS,ID,NK
1322,2171,ES,ES,ES
978,0,EW,SS,NK
978,0,NS,SS,NK
978,27,EW,AD,NK
978,72,EW,IK,CK
978,118,NS,IK,CK
978,2171,ES,ES,ES
1455,0,EW,SS,NK
1455,0,NS,SS,NK
1455,1019,EW,AD,NK
1455,1026,EW,IK,CK
1455,1469,NS,IK,CK
1455,1960,NS,ID,NK
1455,2171,ES,ES,ES
1568,0,EW,SS,CK
1568,0,NS,SS,CK
1568,1230,NS,ID,NK
1568,2171,ES,ES,ES
1388,0,EW,SS,NK
1388,0,NS,SS,NK
1388,1122,EW,AD,NK
1388,1128,EW,IK,HK
1388,1153,NS,IK,HK
1388,1871,NS,ID,NK
1388,2101,EW,ID,NK
1388,2171,ES,ES,ES
923,0,EW,SS,NK
923,0,NS,SS,NK
923,1442,EW,AD,NK
923,1512,EW,IK,CK
923,2171,ES,ES,ES
1357,0,EW,SS,NK
1357,0,NS,SS,NK
1357,491,EW,AD,NK
1357,497,EW,IK,CK
1357,504,NS,IK,CK
1357,1653,NS,ID,NK
1357,1957,EW,ID,NK
1357,2171,ES,ES,ES
1041,0,EW,SS,NK
1041,0,NS,SS,NK
1041,101,EW,AD,NK
1041,162,EW,IK,HK
1041,299,NS,IK,HK
1041,803,NS,ID,NK
1041,2171,ES,ES,ES
519,0,EW,SS,HK
519,0,NS,SS,HK
519,685,EW,ID,NK
519,685,NS,ID,NK
519,808,EW,AD,NK
519,2171,ES,ES,ES
699,0,EW,SS,NK
699,0,NS,SS,NK
699,1275,EW,AD,NK
699,1281,EW,IK,EK
699,1310,NS,IK,EK
699,2171,ES,ES,ES
1465,0,EW,SS,NK
1465,0,NS,SS,NK
1465,1524,EW,AD,NK
1465,1530,EW,IK,CK
1465,1554,NS,IK,CK
1465,2069,NS,ID,NK
1465,2171,ES,ES,ES
631,0,EW,SS,NK
631,0,NS,SS,NK
631,1048,EW,AD,NK
631,1055,EW,IK,EK
631,1096,NS,IK,EK
631,2101,EW,ID,NK
631,2101,NS,ID,NK
631,2171,ES,ES,ES
1900,0,EW,SS,EK
1900,0,NS,SS,EK
1900,2171,ES,ES,ES
1176,0,EW,SS,CK
1176,0,NS,SS,CK
1176,2171,ES,ES,ES
1477,0,EW,SS,NK
1477,0,NS,SS,NK
1477,52,EW,AD,NK
1477,84,EW,IK,HK
1477,147,NS,IK,HK
1477,1332,NS,ID,NK
1477,2171,ES,ES,ES
441,0,EW,SS,NK
441,0,NS,SS,NK
441,1894,EW,AD,NK
441,1900,EW,IK,EK
441,1933,NS,IK,EK
441,2171,ES,ES,ES
1434,0,EW,SS,NK
1434,0,NS,SS,NK
1434,909,EW,AD,NK
1434,916,EW,IK,CK
1434,1051,NS,IK,CK
1434,1889,NS,ID,NK
1434,2101,EW,ID,NK
1434,2171,ES,ES,ES
1207,0,EW,SS,CK
1207,0,NS,SS,CK
1207,2171,ES,ES,ES
1095,0,EW,SS,NK
1095,0,NS,SS,NK
1095,375,EW,AD,NK
1095,381,EW,IK,CK
1095,429,NS,IK,CK
1095,1513,EW,ID,NK
1095,1513,NS,ID,NK
1095,2171,ES,ES,ES
860,0,EW,SS,NK
860,0,NS,SS,NK
860,99,EW,AD,NK
860,106,EW,IK,HK
860,128,NS,IK,HK
860,2101,EW,ID,NK
860,2101,NS,ID,NK
860,2171,ES,ES,ES
975,0,EW,SS,NK
975,0,NS,SS,NK
975,815,EW,AD,NK
975,821,EW,IK,CK
975,836,NS,IK,CK
975,2171,ES,ES,ES
552,0,EW,SS,NK
552,0,NS,SS,NK
552,620,EW,AD,NK
552,627,EW,IK,EK
552,646,NS,IK,EK
552,2171,ES,ES,ES
263,0,EW,SS,EK
263,0,NS,SS,EK
263,553,EW,ID,NK
263,553,NS,ID,NK
263,1402,EW,AD,NK
263,1760,EW,AD,NK
263,1766,EW,IK,EK
263,1799,NS,IK,EK
263,2171,ES,ES,ES
623,0,EW,SS,NK
623,0,NS,SS,NK
623,1124,EW,AD,NK
623,1130,EW,IK,EK
623,1173,NS,IK,EK
623,1837,EW,ID,NK
623,1837,NS,ID,NK
623,2171,ES,ES,ES
1394,0,EW,SS,NK
1394,0,NS,SS,NK
1394,443,EW,AD,NK
1394,449,EW,IK,HK
1394,468,NS,IK,HK
1394,2012,NS,ID,NK
1394,2125,EW,ID,NK
1394,2171,ES,ES,ES
73,0,EW,SS,CK
73,0,NS,SS,CK
73,2171,ES,ES,ES
1734,0,EW,SS,EK
1734,0,NS,SS,EK
1734,619,NS,ID,NK
1734,2171,ES,ES,ES
189,0,EW,SS,HK
189,0,NS,SS,HK
189,1381,EW,ID,NK
189,1381,NS,ID,NK
189,1514,EW,AD,NK
189,2183,ES,ES,ES
1768,0,EW,SS,EK
1768,0,NS,SS,EK
1768,625,NS,ID,NK
1768,2171,ES,ES,ES
94,0,EW,SS,CK
94,0,NS,SS,CK
94,2171,ES,ES,ES
353,0,EW,SS,EK
353,0,NS,SS,EK
353,1117,EW,ID,NK
353,1117,NS,ID,NK
353,1497,EW,AD,NK
353,2171,ES,ES,ES
784,0,EW,SS,NK
784,0,NS,SS,NK
784,1440,EW,AD,NK
784,1447,EW,IK,CK
784,1452,NS,IK,EK
784,2171,ES,ES,ES
1701,0,EW,SS,EK
1701,0,NS,SS,EK
1701,2171,ES,ES,ES
108,0,EW,SS,NK
108,0,NS,SS,NK
108,180,EW,AD,NK
108,332,EW,AD,NK
108,354,EW,IK,HK
108,431,NS,IK,HK
108,2171,ES,ES,ES
153,0,EW,SS,CK
153,0,NS,SS,CK
153,505,EW,ID,NK
153,505,NS,ID,NK
153,2171,ES,ES,ES
614,0,EW,SS,NK
614,0,NS,SS,NK
614,1007,EW,AD,NK
614,1013,EW,IK,EK
614,1054,NS,IK,EK
614,2171,ES,ES,ES
1288,0,EW,SS,NK
1288,0,NS,SS,NK
1288,159,EW,AD,NK
1288,166,EW,IK,CK
1288,176,NS,IK,CK
1288,1129,EW,ID,NK
1288,1129,NS,ID,NK
1288,2171,ES,ES,ES
1698,0,EW,SS,CK
1698,0,NS,SS,EK
1698,2171,ES,ES,ES
1707,0,EW,SS,CK
1707,0,NS,SS,EK
1707,2171,ES,ES,ES
225,0,EW,SS,NK
225,0,NS,SS,NK
225,2171,ES,ES,ES
992,0,EW,SS,NK
992,0,NS,SS,NK
992,63,EW,AD,NK
992,120,EW,IK,CK
992,249,NS,IK,CK
992,1589,NS,ID,NK
992,2171,ES,ES,ES
260,0,EW,SS,EK
260,0,NS,SS,EK
260,553,EW,ID,NK
260,553,NS,ID,NK
260,1402,EW,AD,NK
260,1760,EW,AD,NK
260,1766,EW,IK,EK
260,2171,ES,ES,ES
1763,0,EW,SS,EK
1763,0,NS,SS,EK
1763,1422,NS,ID,NK
1763,2171,ES,ES,ES
1051,0,EW,SS,NK
1051,0,NS,SS,NK
1051,852,EW,AD,NK
1051,858,EW,IK,CK
1051,914,NS,IK,CK
1051,1752,NS,ID,NK
1051,2171,ES,ES,ES
998,0,EW,SS,NK
998,0,NS,SS,NK
998,325,EW,AD,NK
998,331,EW,IK,CK
998,349,NS,IK,CK
998,1271,NS,ID,NK
998,2171,ES,ES,ES
1254,0,EW,SS,CK
1254,0,NS,SS,CK
1254,2171,ES,ES,ES
1473,0,EW,SS,NK
1473,0,NS,SS,NK
1473,1858,EW,AD,NK
1473,1864,EW,IK,EK
1473,1899,NS,IK,CK
1473,2126,NS,ID,NK
1473,2149,EW,ID,NK
1473,2171,ES,ES,ES
1772,0,EW,SS,EK
1772,0,NS,SS,EK
1772,876,NS,ID,NK
1772,2171,ES,ES,ES
1171,0,EW,SS,CK
1171,0,NS,SS,CK
1171,2171,ES,ES,ES
1529,0,EW,SS,NK
1529,0,NS,SS,NK
1529,1444,EW,AD,NK
1529,1450,EW,IK,CK
1529,1471,NS,IK,CK
1529,2093,NS,ID,NK
1529,2171,ES,ES,ES
267,0,EW,SS,EK
267,0,NS,SS,EK
267,193,EW,ID,NK
267,193,NS,ID,NK
267,589,EW,AD,NK
267,649,EW,AD,NK
267,660,EW,IK,EK
267,2171,ES,ES,ES
1791,0,EW,SS,EK
1791,0,NS,SS,EK
1791,962,NS,ID,NK
1791,2171,ES,ES,ES
939,0,EW,SS,NK
939,0,NS,SS,NK
939,512,EW,AD,NK
939,519,EW,IK,HK
939,530,NS,IK,HK
939,2171,ES,ES,ES
1689,0,EW,SS,CK
1689,0,NS,SS,EK
1689,2171,ES,ES,ES
201,0,EW,SS,HK
201,0,NS,SS,HK
201,145,EW,ID,NK
201,145,NS,ID,NK
201,328,EW,AD,NK
201,2183,ES,ES,ES
1265,0,EW,SS,NK
1265,0,NS,SS,NK
1265,41,EW,AD,NK
1265,84,EW,IK,CK
1265,133,NS,IK,CK
1265,1405,EW,ID,NK
1265,1405,NS,ID,NK
1265,2171,ES,ES,ES
848,0,EW,SS,NK
848,0,NS,SS,NK
848,41,EW,AD,NK
848,72,EW,IK,EK
848,179,NS,IK,CK
848,805,EW,ID,NK
848,805,NS,ID,NK
848,2171,ES,ES,ES
1611,0,EW,SS,CK
1611,0,NS,SS,CK
1611,645,NS,ID,NK
1611,2171,ES,ES,ES
1578,0,EW,SS,CK
1578,0,NS,SS,CK
1578,782,NS,ID,NK
1578,2171,ES,ES,ES
988,0,EW,SS,NK
988,0,NS,SS,NK
988,331,EW,AD,NK
988,338,EW,IK,CK
988,348,NS,IK,CK
988,1653,NS,ID,NK
988,2171,ES,ES,ES
1592,0,EW,SS,CK
1592,0,NS,SS,CK
1592,1266,NS,ID,NK
1592,2171,ES,ES,ES
1683,0,EW,SS,EK
1683,0,NS,SS,EK
1683,2171,ES,ES,ES
1497,0,EW,SS,NK
1497,0,NS,SS,NK
1497,324,EW,AD,NK
1497,331,EW,IK,HK
1497,337,NS,IK,HK
1497,1618,NS,ID,NK
1497,2171,ES,ES,ES
1674,0,EW,SS,EK
1674,0,NS,SS,EK
1674,2171,ES,ES,ES
436,0,EW,SS,NK
436,0,NS,SS,NK
436,125,EW,AD,NK
436,185,EW,AD,NK
436,191,EW,IK,EK
436,210,NS,IK,EK
436,2171,ES,ES,ES
1860,0,EW,SS,EK
1860,0,NS,SS,EK
1860,2171,ES,ES,ES
854,0,EW,SS,NK
854,0,NS,SS,NK
854,407,EW,AD,NK
854,413,EW,IK,EK
854,449,NS,IK,EK
854,1225,EW,ID,NK
854,1225,NS,ID,NK
854,2171,ES,ES,ES
1336,0,EW,SS,NK
1336,0,NS,SS,NK
1336,1228,EW,AD,NK
1336,1235,EW,IK,CK
1336,1260,NS,IK,CK
1336,1765,EW,ID,NK
1336,1765,NS,ID,NK
1336,2171,ES,ES,ES
1616,0,EW,SS,CK
1616,0,NS,SS,CK
1616,1183,NS,ID,NK
1616,2171,ES,ES,ES
392,0,EW,SS,EK
392,0,NS,SS,CK
392,361,EW,ID,NK
392,361,NS,ID,NK
392,417,EW,AD,NK
392,463,EW,AD,NK
392,469,EW,IK,EK
392,599,NS,IK,CK
392,2171,ES,ES,ES
222,0,EW,SS,CK
222,0,NS,SS,CK
222,2171,ES,ES,ES
434,0,EW,SS,NK
434,0,NS,SS,NK
434,137,EW,AD,NK
434,143,EW,IK,EK
434,186,NS,IK,EK
434,2171,ES,ES,ES
752,0,EW,SS,NK
752,0,NS,SS,NK
752,354,EW,AD,NK
752,361,EW,IK,EK
752,415,NS,IK,EK
752,2171,ES,ES,ES
1853,0,EW,SS,EK
1853,0,NS,SS,CK
1853,2171,ES,ES,ES
900,0,EW,SS,NK
900,0,NS,SS,NK
900,1486,EW,AD,NK
900,1524,EW,IK,CK
900,1649,NS,IK,CK
900,2171,ES,ES,ES
865,0,EW,SS,NK
865,0,NS,SS,NK
865,583,EW,AD,NK
865,589,EW,IK,EK
865,642,NS,IK,EK
865,1741,EW,ID,NK
865,1741,NS,ID,NK
865,2171,ES,ES,ES
1818,0,EW,SS,EK
1818,0,NS,SS,CK
1818,2171,ES,ES,ES
478,0,EW,SS,CK
478,0,NS,SS,EK
478,1261,EW,ID,NK
478,1261,NS,ID,NK
478,1802,EW,AD,NK
478,1969,EW,AD,NK
478,1976,EW,IK,CK
478,1982,NS,IK,EK
478,2171,ES,ES,ES
1391,0,EW,SS,NK
1391,0,NS,SS,NK
1391,765,EW,AD,NK
1391,771,EW,IK,HK
1391,794,NS,IK,HK
1391,1931,NS,ID,NK
1391,2125,EW,ID,NK
1391,2171,ES,ES,ES
173,0,EW,SS,CK
173,0,NS,SS,CK
173,505,EW,ID,NK
173,505,NS,ID,NK
173,567,EW,AD,NK
173,2171,ES,ES,ES
62,0,EW,SS,CK
62,0,NS,SS,CK
62,2207,ES,ES,ES
1658,0,EW,SS,EK
1658,0,NS,SS,CK
1658,2171,ES,ES,ES
1352,0,EW,SS,NK
1352,0,NS,SS,NK
1352,457,EW,AD,NK
1352,464,EW,IK,CK
1352,468,NS,IK,CK
1352,1294,NS,ID,NK
1352,1849,EW,ID,NK
1352,2171,ES,ES,ES
1325,0,EW,SS,NK
1325,0,NS,SS,NK
1325,217,EW,AD,NK
1325,223,EW,IK,EK
1325,259,NS,IK,CK
1325,1057,EW,ID,NK
1325,1057,NS,ID,NK
1325,2171,ES,ES,ES
298,0,EW,SS,CK
298,0,NS,SS,EK
298,1165,EW,ID,NK
298,1165,NS,ID,NK
298,2030,EW,AD,NK
298,2122,EW,AD,NK
298,2171,ES,ES,ES
1458,0,EW,SS,NK
1458,0,NS,SS,NK
